fid,id,cod_ine_mu,cod_ine__1,cod_catast,nom_mun,nom_mun_ca,nom_mun__1,nom_mun_va,nom_mun__2,noms_mun,comarca,provincia,perimetro,area_ha,coord_x,coord_y
146,"370","46022","460229","46022",Alfafar,Alfafar,Alfafar,Alfafar,Alfafar,Alfafar,l'Horta Sud,València/Valencia,26953.900000000001455,991.950000000000045,727184.050800,4364814.569000
147,"310","46023","460235","46023",Alfauir,Alfauir,Alfauir,Alfauir,Alfauir,Alfauir,la Safor,València/Valencia,13768.700000000000728,622.429999999999950,738692.713900,4312611.011000
148,"131","46027","460272","46027",Alfarrasí,Alfarrasí,Alfarrasí,Alfarrasí,Alfarrasí,Alfarrasí,la Vall d'Albaida,València/Valencia,14588.399999999999636,639.750000000000000,716569.148700,4309360.304000
149,"32","46029","460291","46029",Algemesí,Algemesí,Algemesí,Algemesí,Algemesí,Algemesí,la Ribera Alta,València/Valencia,29062.500000000000000,4131.210000000000036,721952.643800,4343649.606000
150,"448","46030","460305","46030",Algímia d'Alfara,Algímia d'Alfara,Algímia d'Alfara,Algímia d'Alfara,Algímia d'Alfara,Algímia d'Alfara,el Camp de Morvedre,València/Valencia,22287.099999999998545,1445.859999999999900,723353.815700,4402677.467000
151,"537","46031","460312","46031",Alginet,Alginet,Alginet,Alginet,Alginet,Alginet,la Ribera Alta,València/Valencia,22079.200000000000728,2408.309999999999945,718814.007100,4348687.185000
152,"107","46036","460364","46036",Alpuente,Alpuente,Alpuente,Alpuente,Alpuente,Alpuente,La Serranía,València/Valencia,51439.699999999997090,13831.209999999999127,668614.464700,4419352.064000
153,"412","46037","460370","46037",l'Alqueria de la Comtessa,l'Alqueria de la Comtessa,"Alqueria de la Comtessa, l'",l'Alqueria de la Comtessa,"Alqueria de la Comtessa, l'",l'Alqueria de la Comtessa,la Safor,València/Valencia,9113.500000000000000,215.479999999999990,746744.607800,4313317.241000
154,"392","46039","460399","46039",Anna,Anna,Anna,Anna,Anna,Anna,La Canal de Navarrés,València/Valencia,25425.700000000000728,2145.360000000000127,702987.509700,4321045.320000
155,"452","46042","460425","46042",Aielo de Malferit,Aielo de Malferit,Aielo de Malferit,Aielo de Malferit,Aielo de Malferit,Aielo de Malferit,la Vall d'Albaida,València/Valencia,26479.500000000000000,2674.630000000000109,707581.500600,4306636.664000
156,"417","46043","460431","46043",Aielo de Rugat,Aielo de Rugat,Aielo de Rugat,Aielo de Rugat,Aielo de Rugat,Aielo de Rugat,la Vall d'Albaida,València/Valencia,18460.099999999998545,771.730000000000018,730538.114800,4306647.970000
157,"236","46044","460446","46044",Ayora,Ayora,Ayora,Ayora,Ayora,Ayora,El Valle de Cofrentes-Ayora,València/Valencia,104196.800000000002910,44641.569999999999709,666710.577200,4320633.728000
158,"366","46046","460462","46046",Barx,Barx,Barx,Barx,Barx,Barx,la Safor,València/Valencia,18835.200000000000728,1611.460000000000036,732618.506500,4321466.202000
159,"355","46047","460478","46047",Bèlgida,Bèlgida,Bèlgida,Bèlgida,Bèlgida,Bèlgida,la Vall d'Albaida,València/Valencia,24037.900000000001455,1726.869999999999891,720064.627500,4304758.992000
160,"43","46048","460484","46048",Bellreguard,Bellreguard,Bellreguard,Bellreguard,Bellreguard,Bellreguard,la Safor,València/Valencia,11442.899999999999636,284.519999999999982,746755.981200,4315432.235000
161,"94","46052","460522","46052",Benavites,Benavites,Benavites,Benavites,Benavites,Benavites,el Camp de Morvedre,València/Valencia,14094.700000000000728,427.230000000000018,736795.622700,4401912.999000
162,"393","46053","460538","46053",Beneixida,Beneixida,Beneixida,Beneixida,Beneixida,Beneixida,la Ribera Alta,València/Valencia,12277.899999999999636,319.720000000000027,712059.404900,4327462.009000
163,"63","46057","460575","46057",Benicolet,Benicolet,Benicolet,Benicolet,Benicolet,Benicolet,la Vall d'Albaida,València/Valencia,19853.099999999998545,1133.329999999999927,731389.445000,4311209.437000
164,"467","46058","460581","46058",Benifairó de les Valls,Benifairó de les Valls,Benifairó de les Valls,Benifairó de les Valls,Benifairó de les Valls,Benifairó de les Valls,el Camp de Morvedre,València/Valencia,11181.399999999999636,434.730000000000018,733491.816600,4400711.007000
165,"186","46060","460608","46060",Benifaió,Benifaió,Benifaió,Benifaió,Benifaió,Benifaió,la Ribera Alta,València/Valencia,20190.200000000000728,2016.269999999999982,720380.751100,4351495.051000
166,"529","46061","460615","46061",Beniflá,Beniflá,Beniflá,Beniflá,Beniflá,Beniflá,la Safor,València/Valencia,3900.699999999999818,62.619999999999997,743586.530900,4312408.431000
167,"154","46062","460620","46062",Benigànim,Benigànim,Benigànim,Benigànim,Benigànim,Benigànim,la Vall d'Albaida,València/Valencia,27476.500000000000000,3345.260000000000218,721326.767400,4314851.213000
168,"435","46063","460636","46063",Benimodo,Benimodo,Benimodo,Benimodo,Benimodo,Benimodo,la Ribera Alta,València/Valencia,23032.500000000000000,1252.539999999999964,711531.371600,4341392.027000
169,"427","46065","460654","46066",Beniparrell,Beniparrell,Beniparrell,Beniparrell,Beniparrell,Beniparrell,l'Horta Sud,València/Valencia,9080.200000000000728,364.870000000000005,722695.955700,4362453.523000
170,"269","46067","460673","46069",Benissanó,Benissanó,Benissanó,Benissanó,Benissanó,Benissanó,el Camp de Túria,València/Valencia,6701.300000000000182,225.210000000000008,708397.159900,4387917.231000
171,"151","46068","460689","46070",Benissoda,Benissoda,Benissoda,Benissoda,Benissoda,Benissoda,la Vall d'Albaida,València/Valencia,10270.100000000000364,404.149999999999977,714239.341700,4300401.370000
172,"153","46069","460692","46071",Benissuera,Benissuera,Benissuera,Benissuera,Benissuera,Benissuera,la Vall d'Albaida,València/Valencia,6036.399999999999636,213.310000000000002,718398.066800,4309628.705000
173,"111","46072","460728","46074",Bocairent,Bocairent,Bocairent,Bocairent,Bocairent,Bocairent,la Vall d'Albaida,València/Valencia,53435.300000000002910,9700.610000000000582,707815.453700,4290871.126000
174,"302","46073","460734","46075",Bolbaite,Bolbaite,Bolbaite,Bolbaite,Bolbaite,Bolbaite,La Canal de Navarrés,València/Valencia,36550.000000000000000,4039.300000000000182,695047.467300,4324770.323000
175,"190","46074","460749","46076",Bonrepòs i Mirambell,Bonrepòs i Mirambell,Bonrepòs i Mirambell,Bonrepòs i Mirambell,Bonrepòs i Mirambell,Bonrepòs i Mirambell,l'Horta Nord,València/Valencia,4763.199999999999818,105.790000000000006,726307.399900,4377721.490000
176,"150","46076","460765","46078",Bugarra,Bugarra,Bugarra,Bugarra,Bugarra,Bugarra,La Serranía,València/Valencia,30732.900000000001455,3993.440000000000055,691330.529500,4387596.360000
177,"224","46078","460787","46080",Burjassot,Burjassot,Burjassot,Burjassot,Burjassot,Burjassot,l'Horta Nord,València/Valencia,9122.000000000000000,348.769999999999982,722563.114700,4376378.069000
178,"338","46080","460804","46082",Camporrobles,Camporrobles,Camporrobles,Camporrobles,Camporrobles,Camporrobles,La Plana de Utiel-Requena,València/Valencia,58331.599999999998545,8946.829999999999927,639170.987000,4388678.919000
179,"500","46082","460826","46084",Canet d'En Berenguer,Canet d'En Berenguer,Canet d'En Berenguer,Canet d'En Berenguer,Canet d'En Berenguer,Canet d'En Berenguer,el Camp de Morvedre,València/Valencia,10243.700000000000728,395.019999999999982,738731.653400,4396024.066000
180,"162","46083","460832","46085",Carcaixent,Carcaixent,Carcaixent,Carcaixent,Carcaixent,Carcaixent,la Ribera Alta,València/Valencia,46389.000000000000000,5928.010000000000218,722456.829700,4330845.838000
181,"362","46085","460850","46087",Carlet,Carlet,Carlet,Carlet,Carlet,Carlet,la Ribera Alta,València/Valencia,31702.000000000000000,4563.539999999999964,712651.387300,4345710.033000
182,"368","46086","460863","46088",Carrícola,Carrícola,Carrícola,Carrícola,Carrícola,Carrícola,la Vall d'Albaida,València/Valencia,10676.899999999999636,460.110000000000014,719299.823600,4302435.037000
183,"155","46088","460885","46090",Casas Bajas,Casas Bajas,Casas Bajas,Casas Bajas,Casas Bajas,Casas Bajas,El Rincón de Ademuz,València/Valencia,21373.599999999998545,2264.780000000000200,648402.809800,4430805.103000
184,"266","46092","460924","46094",Castielfabib,Castielfabib,Castielfabib,Castielfabib,Castielfabib,Castielfabib,El Rincón de Ademuz,València/Valencia,63191.099999999998545,10622.540000000000873,641793.608400,4443350.233000
185,"349","46093","460930","46095",Catadau,Catadau,Catadau,Catadau,Catadau,Catadau,la Ribera Alta,València/Valencia,31123.000000000000000,3546.590000000000146,706353.589800,4347841.231000
186,"47","46094","460945","46096",Catarroja,Catarroja,Catarroja,Catarroja,Catarroja,Catarroja,l'Horta Sud,València/Valencia,24234.599999999998545,1306.690000000000055,724373.107800,4363993.233000
187,"350","46098","460983","46100",Corbera,Corbera,Corbera,Corbera,Corbera,Corbera,la Ribera Baixa,València/Valencia,24784.299999999999272,2027.450000000000045,728749.946800,4337764.657000
188,"185","46099","460996","46101",Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,El Valle de Cofrentes-Ayora,València/Valencia,77466.300000000002910,23301.580000000001746,677877.396400,4346469.595000
189,"265","46105","461056","46107",Cullera,Cullera,Cullera,Cullera,Cullera,Cullera,la Ribera Baixa,València/Valencia,45604.099999999998545,5394.970000000000255,736787.991200,4338442.716000
190,"99","46106","461069","46108",Chelva,Chelva,Chelva,Chelva,Chelva,Chelva,La Serranía,València/Valencia,101572.000000000000000,19036.529999999998836,669883.346100,4401063.732000
191,"191","46109","461094","46111",Cheste,Cheste,Cheste,Cheste,Cheste,Cheste,La Hoya de Buñol,València/Valencia,44089.599999999998545,7148.279999999999745,699654.073500,4375778.561000
192,"418","46110","461108","46112",Xirivella,Xirivella,Xirivella,Xirivella,Xirivella,Xirivella,l'Horta Sud,València/Valencia,10117.799999999999272,511.350000000000023,721090.322400,4370882.372000
193,"178","46114","461141","46116",Domeño,Domeño,Domeño,Domeño,Domeño,Domeño,La Serranía,València/Valencia,59752.199999999997090,6886.609999999999673,677923.973500,4396627.689000
194,"223","46116","461167","46118",l'Eliana,l'Eliana,"Eliana, l'",l'Eliana,"Eliana, l'",l'Eliana,el Camp de Túria,València/Valencia,14369.600000000000364,869.940000000000055,712530.847100,4382111.177000
195,"319","46117","461173","46119",Emperador,Emperador,Emperador,Emperador,Emperador,Emperador,l'Horta Nord,València/Valencia,713.899999999999977,2.880000000000000,728612.389800,4381621.633000
196,"41","46119","461192","46121",l'Énova,l'Énova,"Énova, l'",l'Énova,"Énova, l'",l'Énova,la Ribera Alta,València/Valencia,20992.500000000000000,767.649999999999977,719399.014200,4324556.890000
197,"411","46121","461213","46123",Estubeny,Estubeny,Estubeny,Estubeny,Estubeny,Estubeny,la Costera,València/Valencia,10888.799999999999272,641.990000000000009,706321.203300,4321387.363000
198,"142","46123","461234","46125",Favara,Favara,Favara,Favara,Favara,Favara,la Ribera Baixa,València/Valencia,13204.399999999999636,945.750000000000000,733465.115400,4333389.399000
199,"39","46131","461311","46133",Gandia,Gandia,Gandia,Gandia,Gandia,Gandia,la Safor,València/Valencia,59196.000000000000000,6110.489999999999782,741199.793000,4318722.388000
200,"408","46132","461326","46134",el Genovés,el Genovés,"Genovés, el",el Genovés,"Genovés, el",el Genovés,la Costera,València/Valencia,33409.699999999997090,1516.819999999999936,719563.007900,4318270.724000
201,"347","46133","461332","46135",Gestalgar,Gestalgar,Gestalgar,Gestalgar,Gestalgar,Gestalgar,La Serranía,València/Valencia,39507.199999999997090,7051.520000000000437,685304.124700,4383542.164000
202,"429","46134","461347","46136",Gilet,Gilet,Gilet,Gilet,Gilet,Gilet,el Camp de Morvedre,València/Valencia,14789.899999999999636,1128.690000000000055,728450.322800,4394532.519000
203,"438","46136","461363","46138",Godelleta,Godelleta,Godelleta,Godelleta,Godelleta,Godelleta,La Hoya de Buñol,València/Valencia,27856.700000000000728,3737.820000000000164,700869.583000,4366659.451000
204,"305","46137","461379","46139",la Granja de la Costera,la Granja de la Costera,"Granja de la Costera, la",la Granja de la Costera,"Granja de la Costera, la",la Granja de la Costera,la Costera,València/Valencia,13155.799999999999272,83.659999999999997,711448.534300,4318624.309000
205,"244","46138","461385","46140",Guadasséquies,Guadasséquies,Guadasséquies,Guadasséquies,Guadasséquies,Guadasséquies,la Vall d'Albaida,València/Valencia,10755.799999999999272,326.100000000000023,717235.608400,4311686.791000
206,"147","46143","461430","46145",Xeraco,Xeraco,Xeraco,Xeraco,Xeraco,Xeraco,la Safor,València/Valencia,24027.200000000000728,2033.230000000000018,739866.101300,4324513.772000
207,"491","46144","461445","46146",Jarafuel,Jarafuel,Jarafuel,Jarafuel,Jarafuel,Jarafuel,El Valle de Cofrentes-Ayora,València/Valencia,55733.199999999997090,10307.610000000000582,663340.897600,4335001.712000
208,"388","46145","461458","46147",Xàtiva,Xàtiva,Xàtiva,Xàtiva,Xàtiva,Xàtiva,la Costera,València/Valencia,153307.500000000029104,7658.949999999999818,715459.928900,4320023.484000
209,"29","46147","461477","46149",Llíria,Llíria,Llíria,Llíria,Llíria,Llíria,el Camp de Túria,València/Valencia,107271.600000000005821,22788.680000000000291,700748.763600,4396020.589000
210,"321","46148","461483","46150",Loriguilla,Loriguilla,Loriguilla,Loriguilla,Loriguilla,Loriguilla,el Camp de Túria,València/Valencia,60519.500000000000000,7247.220000000000255,676028.244200,4388908.268000
211,"298","46149","461496","46151",Losa del Obispo,Losa del Obispo,Losa del Obispo,Losa del Obispo,Losa del Obispo,Losa del Obispo,La Serranía,València/Valencia,16457.400000000001455,1217.450000000000045,683041.782300,4396471.390000
212,"469","46150","461509","46152",Llutxent,Llutxent,Llutxent,Llutxent,Llutxent,Llutxent,la Vall d'Albaida,València/Valencia,36896.699999999997090,4012.519999999999982,730375.214100,4314120.128000
213,"161","46151","461516","46153",Llocnou d'En Fenollet,Llocnou d'En Fenollet,Llocnou d'En Fenollet,Llocnou d'En Fenollet,Llocnou d'En Fenollet,Llocnou d'En Fenollet,la Costera,València/Valencia,14406.500000000000000,153.240000000000009,719071.619100,4320941.475000
214,"173","46152","461521","46154",Llocnou de la Corona,Llocnou de la Corona,Llocnou de la Corona,Llocnou de la Corona,Llocnou de la Corona,Llocnou de la Corona,l'Horta Sud,València/Valencia,460.699999999999989,1.260000000000000,725366.916200,4366721.906000
215,"204","46153","461537","46155",Llocnou de Sant Jeroni,Llocnou de Sant Jeroni,Llocnou de Sant Jeroni,Llocnou de Sant Jeroni,Llocnou de Sant Jeroni,Llocnou de Sant Jeroni,la Safor,València/Valencia,11178.700000000000728,647.090000000000032,735017.093200,4309462.617000
216,"300","46157","461574","46159",la Llosa de Ranes,la Llosa de Ranes,"Llosa de Ranes, la",la Llosa de Ranes,"Llosa de Ranes, la",la Llosa de Ranes,la Costera,València/Valencia,17468.200000000000728,712.799999999999955,713187.869600,4322767.182000
217,"88","46161","461614","46163",Marines,Marines,Marines,Marines,Marines,Marines,el Camp de Túria,València/Valencia,37097.699999999997090,3571.440000000000055,710015.179500,4399983.252000
218,"317","46162","461629","46164",Massalavés,Massalavés,Massalavés,Massalavés,Massalavés,Massalavés,la Ribera Alta,València/Valencia,13259.700000000000728,746.350000000000023,714468.214000,4336787.448000
219,"217","46163","461635","46165",Massalfassar,Massalfassar,Massalfassar,Massalfassar,Massalfassar,Massalfassar,l'Horta Nord,València/Valencia,8594.600000000000364,278.680000000000007,730718.628100,4381772.892000
220,"463","46164","461640","46166",Massamagrell,Massamagrell,Massamagrell,Massamagrell,Massamagrell,Massamagrell,l'Horta Nord,València/Valencia,19345.099999999998545,621.019999999999982,729167.403600,4383916.502000
221,"466","46165","461653","46167",Massanassa,Massanassa,Massanassa,Massanassa,Massanassa,Massanassa,l'Horta Sud,València/Valencia,17173.500000000000000,566.340000000000032,726241.062700,4364177.749000
222,"202","46166","461666","46168",Meliana,Meliana,Meliana,Meliana,Meliana,Meliana,l'Horta Nord,València/Valencia,10585.200000000000728,470.790000000000020,729069.000800,4378433.594000
223,"259","46168","461688","46170",Miramar,Miramar,Miramar,Miramar,Miramar,Miramar,la Safor,València/Valencia,7932.000000000000000,254.370000000000005,748214.505500,4315664.221000
224,"379","46171","461712","46173",Montcada,Moncada,Moncada,Montcada,Montcada,Montcada/Moncada,l'Horta Nord,València/Valencia,22678.099999999998545,1586.210000000000036,723660.377200,4382471.348000
225,"308","46173","461733","46175",Montaverner,Montaverner,Montaverner,Montaverner,Montaverner,Montaverner,la Vall d'Albaida,València/Valencia,14887.899999999999636,738.210000000000036,717636.137700,4307066.273000
226,"413","46174","461748","46176",Montesa,Montesa,Montesa,Montesa,Montesa,Montesa,la Costera,València/Valencia,29585.400000000001455,4812.420000000000073,704424.579800,4312907.460000
227,"262","46175","461751","46177",Montitxelvo,Montichelvo,Montichelvo,Montitxelvo,Montitxelvo,Montitxelvo/Montichelvo,la Vall d'Albaida,València/Valencia,14418.399999999999636,824.649999999999977,731075.033700,4308231.659000
228,"67","46176","461764","46178",Montroi,Montroi,Montroi,Montroy,Montroy,Montroi/Montroy,la Ribera Alta,València/Valencia,23236.200000000000728,3133.699999999999818,702338.658700,4356315.164000
229,"193","46177","461770","46179",Museros,Museros,Museros,Museros,Museros,Museros,l'Horta Nord,València/Valencia,18834.299999999999272,1245.430000000000064,726812.386100,4383857.075000
230,"130","46180","461803","46182",Novetlè,Novetlè,Novetlè,Novetlè,Novetlè,Novetlè,la Costera,València/Valencia,7416.100000000000364,147.210000000000008,712174.543500,4317234.254000
231,"264","46181","461810","46183",Oliva,Oliva,Oliva,Oliva,Oliva,Oliva,la Safor,València/Valencia,45839.599999999998545,6016.340000000000146,751144.804400,4309298.384000
232,"343","46182","461825","46184",Olocau,Olocau,Olocau,Olocau,Olocau,Olocau,el Camp de Túria,València/Valencia,27635.099999999998545,3735.010000000000218,712013.078700,4396071.089000
233,"246","46184","461846","46186",Ontinyent,Ontinyent,Ontinyent,Ontinyent,Ontinyent,Ontinyent,la Vall d'Albaida,València/Valencia,48701.800000000002910,12545.809999999999491,703585.591600,4298603.212000
234,"536","46185","461859","46187",Otos,Otos,Otos,Otos,Otos,Otos,la Vall d'Albaida,València/Valencia,28947.099999999998545,1108.039999999999964,721419.061800,4305332.107000
235,"90","46186","461862","46188",Paiporta,Paiporta,Paiporta,Paiporta,Paiporta,Paiporta,l'Horta Sud,València/Valencia,8984.899999999999636,401.639999999999986,722733.078300,4367224.757000
236,"450","46188","461884","46190",Palmera,Palmera,Palmera,Palmera,Palmera,Palmera,la Safor,València/Valencia,5220.500000000000000,97.849999999999994,746858.446400,4314262.281000
237,"535","46191","461918","46193",Pedralba,Pedralba,Pedralba,Pedralba,Pedralba,Pedralba,La Serranía,València/Valencia,34354.599999999998545,5920.949999999999818,695132.281200,4385436.220000
238,"143","46192","461923","46194",Petrés,Petrés,Petrés,Petrés,Petrés,Petrés,el Camp de Morvedre,València/Valencia,6752.199999999999818,187.560000000000002,730572.725200,4396130.936000
239,"306","46195","461957","46197",Piles,Piles,Piles,Piles,Piles,Piles,la Safor,València/Valencia,8477.100000000000364,390.939999999999998,748921.998900,4314528.314000
240,"168","46197","461976","46199",Polinyà de Xúquer,Polinyà de Xúquer,Polinyà de Xúquer,Polinyà de Xúquer,Polinyà de Xúquer,Polinyà de Xúquer,la Ribera Baixa,València/Valencia,21260.799999999999272,919.740000000000009,726935.286900,4341227.359000
241,"134","46200","462009","46202",la Pobla del Duc,la Pobla del Duc,"Pobla del Duc, la",la Pobla del Duc,"Pobla del Duc, la",la Pobla del Duc,la Vall d'Albaida,València/Valencia,26706.400000000001455,1887.680000000000064,723396.721200,4309415.596000
242,"496","46202","462021","46204",la Pobla de Vallbona,la Pobla de Vallbona,"Pobla de Vallbona, la",la Pobla de Vallbona,"Pobla de Vallbona, la",la Pobla de Vallbona,el Camp de Túria,València/Valencia,33800.000000000000000,3324.469999999999800,710999.801600,4386465.690000
243,"512","46206","462068","46208",Quesa,Quesa,Quesa,Quesa,Quesa,Quesa,La Canal de Navarrés,València/Valencia,68152.699999999997090,7321.460000000000036,692085.809700,4330706.357000
244,"201","46209","462093","46211",Rafelguaraf,Rafelguaraf,Rafelguaraf,Rafelguaraf,Rafelguaraf,Rafelguaraf,la Ribera Alta,València/Valencia,29095.299999999999272,1626.849999999999909,721646.571900,4325439.034000
245,"37","46211","462114","46213",el Real de Gandia,el Real de Gandia,"Real de Gandia, el",el Real de Gandia,"Real de Gandia, el",el Real de Gandia,la Safor,València/Valencia,11435.799999999999272,607.539999999999964,742382.702300,4314711.017000
246,"49","46217","462172","46219",Rotglà i Corberà,Rotglà i Corberà,Rotglà i Corberà,Rotglà i Corberà,Rotglà i Corberà,Rotglà i Corberà,la Costera,València/Valencia,25692.400000000001455,627.159999999999968,710951.640500,4320883.825000
247,"318","46219","462191","46221",Rugat,Rugat,Rugat,Rugat,Rugat,Rugat,la Vall d'Albaida,València/Valencia,12787.200000000000728,323.839999999999975,728874.165800,4306920.218000
248,"513","46221","462212","46223",Salem,Salem,Salem,Salem,Salem,Salem,la Vall d'Albaida,València/Valencia,13368.000000000000000,860.929999999999950,727172.212200,4303290.033000
249,"58","46222","462227","46224",Sant Joanet,Sant Joanet,Sant Joanet,Sant Joanet,Sant Joanet,Sant Joanet,la Ribera Alta,València/Valencia,6725.699999999999818,185.819999999999993,717225.169000,4327751.377000
250,"451","46228","462286","46230",Serra,Serra,Serra,Serra,Serra,Serra,el Camp de Túria,València/Valencia,34781.400000000001455,5738.590000000000146,718214.146700,4395853.245000
251,"170","46229","462299","46231",Siete Aguas,Siete Aguas,Siete Aguas,Siete Aguas,Siete Aguas,Siete Aguas,La Hoya de Buñol,València/Valencia,43261.199999999997090,11044.889999999999418,678482.527500,4372587.471000
252,"179","46230","462303","46232",Silla,Silla,Silla,Silla,Silla,Silla,l'Horta Sud,València/Valencia,23869.700000000000728,2503.269999999999982,723793.255400,4359564.231000
253,"339","46233","462331","46235",Sollana,Sollana,Sollana,Sollana,Sollana,Sollana,la Ribera Baixa,València/Valencia,35790.500000000000000,3922.070000000000164,726234.380700,4351278.944000
254,"485","46237","462378","46239",Tavernes Blanques,Tavernes Blanques,Tavernes Blanques,Tavernes Blanques,Tavernes Blanques,Tavernes Blanques,l'Horta Nord,València/Valencia,4154.199999999999818,77.819999999999993,726600.506500,4376397.530000
255,"519","46238","462384","46240",Tavernes de la Valldigna,Tavernes de la Valldigna,Tavernes de la Valldigna,Tavernes de la Valldigna,Tavernes de la Valldigna,Tavernes de la Valldigna,la Safor,València/Valencia,31674.099999999998545,4925.430000000000291,737465.054000,4329278.573000
256,"175","46240","462401","46242",Terrateig,Terrateig,Terrateig,Terrateig,Terrateig,Terrateig,la Vall d'Albaida,València/Valencia,13651.000000000000000,628.110000000000014,733001.645000,4308891.414000
257,"507","46241","462418","46243",Titaguas,Titaguas,Titaguas,Titaguas,Titaguas,Titaguas,La Serranía,València/Valencia,41145.500000000000000,6320.340000000000146,661472.427400,4415115.661000
258,"233","46246","462460","46248",Tous,Tous,Tous,Tous,Tous,Tous,la Ribera Alta,València/Valencia,63546.800000000002910,12754.860000000000582,701982.048100,4340236.651000
259,"290","46247","462476","46249",Tuéjar,Tuéjar,Tuéjar,Tuéjar,Tuéjar,Tuéjar,La Serranía,València/Valencia,52219.800000000002910,12190.059999999999491,661506.046700,4407744.495000
260,"514","46249","462495","46251",Utiel,Utiel,Utiel,Utiel,Utiel,Utiel,La Plana de Utiel-Requena,València/Valencia,65295.300000000002910,23686.299999999999272,652555.770700,4386757.753000
261,"44","46250","462508","46900",València,València,València,València,València,València,València,València/Valencia,193557.100000000005821,13917.469999999999345,727390.307600,4366744.141000
262,"158","46252","462520","46254",Vallanca,Vallanca,Vallanca,Vallanca,Vallanca,Vallanca,El Rincón de Ademuz,València/Valencia,36820.699999999997090,5659.130000000000109,640314.550900,4435098.352000
263,"402","46254","462541","46256",Venta del Moro,Venta del Moro,Venta del Moro,Venta del Moro,Venta del Moro,Venta del Moro,La Plana de Utiel-Requena,València/Valencia,112135.300000000002910,27207.419999999998254,638390.258600,4368552.453000
264,"243","46256","462567","46258",Vilamarxant,Vilamarxant,Vilamarxant,Vilamarxant,Vilamarxant,Vilamarxant,el Camp de Túria,València/Valencia,37261.900000000001455,7148.909999999999854,701429.319800,4381571.033000
265,"399","46257","462573","46259",Castelló,Castelló,Castelló,Castelló,Castelló,Castelló,la Ribera Alta,València/Valencia,24810.799999999999272,2030.920000000000073,714513.925400,4327845.840000
266,"330","46258","462589","46260",Villar del Arzobispo,Villar del Arzobispo,Villar del Arzobispo,Villar del Arzobispo,Villar del Arzobispo,Villar del Arzobispo,La Serranía,València/Valencia,28674.099999999998545,3992.340000000000146,687143.015100,4397502.188000
267,"505","46262","462628","46264",La Yesa,La Yesa,"Yesa, La",La Yesa,"Yesa, La",La Yesa,La Serranía,València/Valencia,45289.699999999997090,8467.219999999999345,675706.514000,4418917.248000
268,"449","46903","469030","46267",San Antonio de Benagéber,San Antonio de Benagéber,San Antonio de Benagéber,San Antonio de Benagéber,San Antonio de Benagéber,San Antonio de Benagéber,el Camp de Túria,València/Valencia,16496.299999999999272,796.759999999999991,715024.748800,4382328.533000
269,"299","03001","030015","03001",l'Atzúbia,l'Atzúbia,"Atzúbia, l'",l'Atzúbia,"Atzúbia, l'",l'Atzúbia,la Marina Alta,Alacant/Alicante,18380.400000000001455,1467.970000000000027,745671.772000,4304943.201000
270,"141","03002","030020","03002",Agost,Agost,Agost,Agost,Agost,Agost,l'Alacantí,Alacant/Alicante,40010.900000000001455,6665.380000000000109,705820.441600,4257526.969000
271,"164","03003","030036","03003",Agres,Agres,Agres,Agres,Agres,Agres,el Comtat,Alacant/Alicante,20530.599999999998545,2584.570000000000164,716105.720900,4296070.947000
272,"294","03010","030106","03010",Alfafara,Alfafara,Alfafara,Alfafara,Alfafara,Alfafara,el Comtat,Alacant/Alicante,18609.400000000001455,1978.339999999999918,711622.924200,4295279.060000
273,"423","03013","030134","03013",Algueña,Algueña,Algueña,Algueña,Algueña,Algueña,el Vinalopó Mitjà/El Vinalopó Medio,Alacant/Alicante,29576.000000000000000,1866.059999999999945,674421.418400,4245815.950000
274,"488","03014","030149","03900",Alacant,Alicante,Alicante,Alacant,Alacant,Alacant/Alicante,l'Alacantí,Alacant/Alicante,165017.000000000000000,20224.700000000000728,715097.567400,4251122.734000
275,"270","03016","030165","03016",Almudaina,Almudaina,Almudaina,Almudaina,Almudaina,Almudaina,el Comtat,Alacant/Alicante,12324.299999999999272,882.480000000000018,729566.158500,4293923.276000
276,"62","03018","030187","03018",Altea,Altea,Altea,Altea,Altea,Altea,la Marina Baixa,Alacant/Alicante,40491.599999999998545,3467.480000000000018,757043.565800,4279339.707000
277,"229","03020","030204","03020",Balones,Balones,Balones,Balones,Balones,Balones,el Comtat,Alacant/Alicante,17179.099999999998545,1125.130000000000109,731769.984200,4291761.205000
278,"416","03021","030211","03021",Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,l'Alcoià,Alacant/Alicante,39282.900000000001455,5028.689999999999600,701920.877900,4286654.223000
279,"122","03022","030226","03022",Benasau,Benasau,Benasau,Benasau,Benasau,Benasau,el Comtat,Alacant/Alicante,16411.000000000000000,904.519999999999982,731519.875600,4286377.054000
280,"428","03025","030250","03025",Benferri,Benferri,Benferri,Benferri,Benferri,Benferri,el Baix Segura/La Vega Baja,Alacant/Alicante,16682.200000000000728,1237.119999999999891,676717.923000,4224577.605000
281,"199","03026","030263","03026",Beniarbeig,Beniarbeig,Beniarbeig,Beniarbeig,Beniarbeig,Beniarbeig,la Marina Alta,Alacant/Alicante,17574.700000000000728,740.419999999999959,759460.586400,4300776.385000
